日期,weather_天气代码,weather_天气,weather_最低气温_摄氏度,weather_平均气温_摄氏度,weather_最高气温_摄氏度,weather_总降水量_毫米,weather_降雨量_毫米,weather_降雪量_厘米,weather_降水时长_小时,weather_10米最大风速_千米每小时,weather_10米最大阵风_千米每小时,weather_短波辐射总量_兆焦每平方米,weather_参考蒸散量_毫米,weather_星期,weather_是否周末,weather_是否节假日放假,weather_节假日名称,weather_是否调休上班,weather_调休说明,weather_日期标签,weather_依据文件,weather_依据链接,holiday_年份,holiday_星期,holiday_是否周末,holiday_是否节假日放假,holiday_节假日名称,holiday_是否调休上班,holiday_调休说明,holiday_日期标签,holiday_依据文件,holiday_依据链接,baidu_关键词,baidu_城市代码,baidu_城市,baidu_数据类型,baidu_数据间隔(天),baidu_所属年份,baidu_PC+移动指数,baidu_移动指数,baidu_PC指数,baidu_爬取时间,park_时间戳_first,park_时间戳_last,park_number,park_number_min,park_number_max,park_number_count,park_number_flag,park_交通状况,park_环境描述,park_原始文件名
2025-05-09,63,Moderate rain,11.2,12.9,17.1,36.7,36.7,0.0,23.0,18.9,42.5,2.19,0.76,周五,否,否,,否,,工作日,国务院办公厅关于2025年部分节假日安排的通知,https://www.gov.cn/gongbao/2024/issue_11726/202411/content_6989767.html,2025,周五,否,否,,否,,工作日,国务院办公厅关于2025年部分节假日安排的通知,https://www.gov.cn/gongbao/2024/issue_11726/202411/content_6989767.html,天坛,0,全国,日度,1,2025,1256,935,321,2026-03-27 22:04:31,2025-05-09 09:00:00,2025-05-09 20:45:00,0.5314583333333334,0.19,0.77,48,original,通畅,舒适，适合参观游览。,2025-05-09_09-00.json | 2025-05-09_09-15.json | 2025-05-09_09-30.json | 2025-05-09_09-45.json | 2025-05-09_10-00.json | 2025-05-09_10-15.json | 2025-05-09_10-30.json | 2025-05-09_10-45.json | 2025-05-09_11-00.json | 2025-05-09_11-15.json | 2025-05-09_11-30.json | 2025-05-09_11-45.json | 2025-05-09_12-00.json | 2025-05-09_12-15.json | 2025-05-09_12-30.json | 2025-05-09_12-45.json | 2025-05-09_13-00.json | 2025-05-09_13-15.json | 2025-05-09_13-30.json | 2025-05-09_13-45.json | 2025-05-09_14-00.json | 2025-05-09_14-15.json | 2025-05-09_14-30.json | 2025-05-09_14-45.json | 2025-05-09_15-00.json | 2025-05-09_15-15.json | 2025-05-09_15-30.json | 2025-05-09_15-45.json | 2025-05-09_16-00.json | 2025-05-09_16-15.json | 2025-05-09_16-30.json | 2025-05-09_16-45.json | 2025-05-09_17-00.json | 2025-05-09_17-15.json | 2025-05-09_17-30.json | 2025-05-09_17-45.json | 2025-05-09_18-00.json | 2025-05-09_18-15.json | 2025-05-09_18-30.json | 2025-05-09_18-45.json | 2025-05-09_19-00.json | 2025-05-09_19-15.json | 2025-05-09_19-30.json | 2025-05-09_19-45.json | 2025-05-09_20-00.json | 2025-05-09_20-15.json | 2025-05-09_20-30.json | 2025-05-09_20-45.json
2025-05-10,3,Overcast,11.4,17.2,23.9,0.0,0.0,0.0,0.0,14.4,35.6,23.1,4.93,周六,是,否,,否,,周末,国务院办公厅关于2025年部分节假日安排的通知,https://www.gov.cn/gongbao/2024/issue_11726/202411/content_6989767.html,2025,周六,是,否,,否,,周末,国务院办公厅关于2025年部分节假日安排的通知,https://www.gov.cn/gongbao/2024/issue_11726/202411/content_6989767.html,天坛,0,全国,日度,1,2025,1460,1203,257,2026-03-27 22:04:31,2025-05-10 09:00:00,2025-05-10 20:45:00,2.4454166666666666,0.96,3.72,48,original,通畅,舒适，适合参观游览。,2025-05-10_09-00.json | 2025-05-10_09-15.json | 2025-05-10_09-30.json | 2025-05-10_09-45.json | 2025-05-10_10-00.json | 2025-05-10_10-15.json | 2025-05-10_10-30.json | 2025-05-10_10-45.json | 2025-05-10_11-00.json | 2025-05-10_11-15.json | 2025-05-10_11-30.json | 2025-05-10_11-45.json | 2025-05-10_12-00.json | 2025-05-10_12-15.json | 2025-05-10_12-30.json | 2025-05-10_12-45.json | 2025-05-10_13-00.json | 2025-05-10_13-15.json | 2025-05-10_13-30.json | 2025-05-10_13-45.json | 2025-05-10_14-00.json | 2025-05-10_14-15.json | 2025-05-10_14-30.json | 2025-05-10_14-45.json | 2025-05-10_15-00.json | 2025-05-10_15-15.json | 2025-05-10_15-30.json | 2025-05-10_15-45.json | 2025-05-10_16-00.json | 2025-05-10_16-15.json | 2025-05-10_16-30.json | 2025-05-10_16-45.json | 2025-05-10_17-00.json | 2025-05-10_17-15.json | 2025-05-10_17-30.json | 2025-05-10_17-45.json | 2025-05-10_18-00.json | 2025-05-10_18-15.json | 2025-05-10_18-30.json | 2025-05-10_18-45.json | 2025-05-10_19-00.json | 2025-05-10_19-15.json | 2025-05-10_19-30.json | 2025-05-10_19-45.json | 2025-05-10_20-00.json | 2025-05-10_20-15.json | 2025-05-10_20-30.json | 2025-05-10_20-45.json
2025-05-11,3,Overcast,11.1,18.7,25.8,0.0,0.0,0.0,0.0,12.4,30.2,22.93,4.37,周日,是,否,,否,,周末,国务院办公厅关于2025年部分节假日安排的通知,https://www.gov.cn/gongbao/2024/issue_11726/202411/content_6989767.html,2025,周日,是,否,,否,,周末,国务院办公厅关于2025年部分节假日安排的通知,https://www.gov.cn/gongbao/2024/issue_11726/202411/content_6989767.html,天坛,0,全国,日度,1,2025,1553,1285,268,2026-03-27 22:04:31,2025-05-11 09:00:00,2025-05-11 20:45:00,2.2139583333333333,1.05,3.07,48,original,通畅,舒适，适合参观游览。,2025-05-11_09-00.json | 2025-05-11_09-15.json | 2025-05-11_09-30.json | 2025-05-11_09-45.json | 2025-05-11_10-00.json | 2025-05-11_10-15.json | 2025-05-11_10-30.json | 2025-05-11_10-45.json | 2025-05-11_11-00.json | 2025-05-11_11-15.json | 2025-05-11_11-30.json | 2025-05-11_11-45.json | 2025-05-11_12-00.json | 2025-05-11_12-15.json | 2025-05-11_12-30.json | 2025-05-11_12-45.json | 2025-05-11_13-00.json | 2025-05-11_13-15.json | 2025-05-11_13-30.json | 2025-05-11_13-45.json | 2025-05-11_14-00.json | 2025-05-11_14-15.json | 2025-05-11_14-30.json | 2025-05-11_14-45.json | 2025-05-11_15-00.json | 2025-05-11_15-15.json | 2025-05-11_15-30.json | 2025-05-11_15-45.json | 2025-05-11_16-00.json | 2025-05-11_16-15.json | 2025-05-11_16-30.json | 2025-05-11_16-45.json | 2025-05-11_17-00.json | 2025-05-11_17-15.json | 2025-05-11_17-30.json | 2025-05-11_17-45.json | 2025-05-11_18-00.json | 2025-05-11_18-15.json | 2025-05-11_18-30.json | 2025-05-11_18-45.json | 2025-05-11_19-00.json | 2025-05-11_19-15.json | 2025-05-11_19-30.json | 2025-05-11_19-45.json | 2025-05-11_20-00.json | 2025-05-11_20-15.json | 2025-05-11_20-30.json | 2025-05-11_20-45.json
2025-05-12,3,Overcast,15.5,21.5,27.3,0.0,0.0,0.0,0.0,6.9,18.0,20.26,3.91,周一,否,否,,否,,工作日,国务院办公厅关于2025年部分节假日安排的通知,https://www.gov.cn/gongbao/2024/issue_11726/202411/content_6989767.html,2025,周一,否,否,,否,,工作日,国务院办公厅关于2025年部分节假日安排的通知,https://www.gov.cn/gongbao/2024/issue_11726/202411/content_6989767.html,天坛,0,全国,日度,1,2025,1318,951,367,2026-03-27 22:04:31,2025-05-12 09:00:00,2025-05-12 20:45:00,0.8427083333333334,0.59,1.17,48,original,通畅,舒适，适合参观游览。,2025-05-12_09-00.json | 2025-05-12_09-15.json | 2025-05-12_09-30.json | 2025-05-12_09-45.json | 2025-05-12_10-00.json | 2025-05-12_10-15.json | 2025-05-12_10-30.json | 2025-05-12_10-45.json | 2025-05-12_11-00.json | 2025-05-12_11-15.json | 2025-05-12_11-30.json | 2025-05-12_11-45.json | 2025-05-12_12-00.json | 2025-05-12_12-15.json | 2025-05-12_12-30.json | 2025-05-12_12-45.json | 2025-05-12_13-00.json | 2025-05-12_13-15.json | 2025-05-12_13-30.json | 2025-05-12_13-45.json | 2025-05-12_14-00.json | 2025-05-12_14-15.json | 2025-05-12_14-30.json | 2025-05-12_14-45.json | 2025-05-12_15-00.json | 2025-05-12_15-15.json | 2025-05-12_15-30.json | 2025-05-12_15-45.json | 2025-05-12_16-00.json | 2025-05-12_16-15.json | 2025-05-12_16-30.json | 2025-05-12_16-45.json | 2025-05-12_17-00.json | 2025-05-12_17-15.json | 2025-05-12_17-30.json | 2025-05-12_17-45.json | 2025-05-12_18-00.json | 2025-05-12_18-15.json | 2025-05-12_18-30.json | 2025-05-12_18-45.json | 2025-05-12_19-00.json | 2025-05-12_19-15.json | 2025-05-12_19-30.json | 2025-05-12_19-45.json | 2025-05-12_20-00.json | 2025-05-12_20-15.json | 2025-05-12_20-30.json | 2025-05-12_20-45.json
2025-05-13,51,Light drizzle,17.7,23.4,29.9,0.2,0.2,0.0,1.0,15.1,37.1,20.95,4.34,周二,否,否,,否,,工作日,国务院办公厅关于2025年部分节假日安排的通知,https://www.gov.cn/gongbao/2024/issue_11726/202411/content_6989767.html,2025,周二,否,否,,否,,工作日,国务院办公厅关于2025年部分节假日安排的通知,https://www.gov.cn/gongbao/2024/issue_11726/202411/content_6989767.html,天坛,0,全国,日度,1,2025,1338,998,340,2026-03-27 22:04:31,2025-05-13 09:00:00,2025-05-13 20:45:00,1.5441666666666667,0.71,2.14,48,original,通畅,舒适，适合参观游览。,2025-05-13_09-00.json | 2025-05-13_09-15.json | 2025-05-13_09-30.json | 2025-05-13_09-45.json | 2025-05-13_10-00.json | 2025-05-13_10-15.json | 2025-05-13_10-30.json | 2025-05-13_10-45.json | 2025-05-13_11-00.json | 2025-05-13_11-15.json | 2025-05-13_11-30.json | 2025-05-13_11-45.json | 2025-05-13_12-00.json | 2025-05-13_12-15.json | 2025-05-13_12-30.json | 2025-05-13_12-45.json | 2025-05-13_13-00.json | 2025-05-13_13-15.json | 2025-05-13_13-30.json | 2025-05-13_13-45.json | 2025-05-13_14-00.json | 2025-05-13_14-15.json | 2025-05-13_14-30.json | 2025-05-13_14-45.json | 2025-05-13_15-00.json | 2025-05-13_15-15.json | 2025-05-13_15-30.json | 2025-05-13_15-45.json | 2025-05-13_16-00.json | 2025-05-13_16-15.json | 2025-05-13_16-30.json | 2025-05-13_16-45.json | 2025-05-13_17-00.json | 2025-05-13_17-15.json | 2025-05-13_17-30.json | 2025-05-13_17-45.json | 2025-05-13_18-00.json | 2025-05-13_18-15.json | 2025-05-13_18-30.json | 2025-05-13_18-45.json | 2025-05-13_19-00.json | 2025-05-13_19-15.json | 2025-05-13_19-30.json | 2025-05-13_19-45.json | 2025-05-13_20-00.json | 2025-05-13_20-15.json | 2025-05-13_20-30.json | 2025-05-13_20-45.json
2025-05-14,63,Moderate rain,17.6,20.8,25.1,9.1,9.1,0.0,7.0,18.0,41.8,19.66,4.3,周三,否,否,,否,,工作日,国务院办公厅关于2025年部分节假日安排的通知,https://www.gov.cn/gongbao/2024/issue_11726/202411/content_6989767.html,2025,周三,否,否,,否,,工作日,国务院办公厅关于2025年部分节假日安排的通知,https://www.gov.cn/gongbao/2024/issue_11726/202411/content_6989767.html,天坛,0,全国,日度,1,2025,1412,995,417,2026-03-27 22:04:31,2025-05-14 09:00:00,2025-05-14 20:45:00,1.234375,0.35,2.05,48,original,通畅,舒适，适合参观游览。,2025-05-14_09-00.json | 2025-05-14_09-15.json | 2025-05-14_09-30.json | 2025-05-14_09-45.json | 2025-05-14_10-00.json | 2025-05-14_10-15.json | 2025-05-14_10-30.json | 2025-05-14_10-45.json | 2025-05-14_11-00.json | 2025-05-14_11-15.json | 2025-05-14_11-30.json | 2025-05-14_11-45.json | 2025-05-14_12-00.json | 2025-05-14_12-15.json | 2025-05-14_12-30.json | 2025-05-14_12-45.json | 2025-05-14_13-00.json | 2025-05-14_13-15.json | 2025-05-14_13-30.json | 2025-05-14_13-45.json | 2025-05-14_14-00.json | 2025-05-14_14-15.json | 2025-05-14_14-30.json | 2025-05-14_14-45.json | 2025-05-14_15-00.json | 2025-05-14_15-15.json | 2025-05-14_15-30.json | 2025-05-14_15-45.json | 2025-05-14_16-00.json | 2025-05-14_16-15.json | 2025-05-14_16-30.json | 2025-05-14_16-45.json | 2025-05-14_17-00.json | 2025-05-14_17-15.json | 2025-05-14_17-30.json | 2025-05-14_17-45.json | 2025-05-14_18-00.json | 2025-05-14_18-15.json | 2025-05-14_18-30.json | 2025-05-14_18-45.json | 2025-05-14_19-00.json | 2025-05-14_19-15.json | 2025-05-14_19-30.json | 2025-05-14_19-45.json | 2025-05-14_20-00.json | 2025-05-14_20-15.json | 2025-05-14_20-30.json | 2025-05-14_20-45.json
2025-05-15,1,Mainly clear,15.1,21.1,27.2,0.0,0.0,0.0,0.0,18.8,45.4,22.11,5.12,周四,否,否,,否,,工作日,国务院办公厅关于2025年部分节假日安排的通知,https://www.gov.cn/gongbao/2024/issue_11726/202411/content_6989767.html,2025,周四,否,否,,否,,工作日,国务院办公厅关于2025年部分节假日安排的通知,https://www.gov.cn/gongbao/2024/issue_11726/202411/content_6989767.html,天坛,0,全国,日度,1,2025,1450,1044,406,2026-03-27 22:04:31,2025-05-15 09:00:00,2025-05-15 20:45:00,1.7191666666666665,0.93,2.29,48,original,通畅,舒适，适合参观游览。,2025-05-15_09-00.json | 2025-05-15_09-15.json | 2025-05-15_09-30.json | 2025-05-15_09-45.json | 2025-05-15_10-00.json | 2025-05-15_10-15.json | 2025-05-15_10-30.json | 2025-05-15_10-45.json | 2025-05-15_11-00.json | 2025-05-15_11-15.json | 2025-05-15_11-30.json | 2025-05-15_11-45.json | 2025-05-15_12-00.json | 2025-05-15_12-15.json | 2025-05-15_12-30.json | 2025-05-15_12-45.json | 2025-05-15_13-00.json | 2025-05-15_13-15.json | 2025-05-15_13-30.json | 2025-05-15_13-45.json | 2025-05-15_14-00.json | 2025-05-15_14-15.json | 2025-05-15_14-30.json | 2025-05-15_14-45.json | 2025-05-15_15-00.json | 2025-05-15_15-15.json | 2025-05-15_15-30.json | 2025-05-15_15-45.json | 2025-05-15_16-00.json | 2025-05-15_16-15.json | 2025-05-15_16-30.json | 2025-05-15_16-45.json | 2025-05-15_17-00.json | 2025-05-15_17-15.json | 2025-05-15_17-30.json | 2025-05-15_17-45.json | 2025-05-15_18-00.json | 2025-05-15_18-15.json | 2025-05-15_18-30.json | 2025-05-15_18-45.json | 2025-05-15_19-00.json | 2025-05-15_19-15.json | 2025-05-15_19-30.json | 2025-05-15_19-45.json | 2025-05-15_20-00.json | 2025-05-15_20-15.json | 2025-05-15_20-30.json | 2025-05-15_20-45.json
2025-05-16,51,Light drizzle,16.4,22.4,28.7,0.4,0.4,0.0,1.0,18.3,45.4,20.43,4.78,周五,否,否,,否,,工作日,国务院办公厅关于2025年部分节假日安排的通知,https://www.gov.cn/gongbao/2024/issue_11726/202411/content_6989767.html,2025,周五,否,否,,否,,工作日,国务院办公厅关于2025年部分节假日安排的通知,https://www.gov.cn/gongbao/2024/issue_11726/202411/content_6989767.html,天坛,0,全国,日度,1,2025,1386,994,392,2026-03-27 22:04:31,2025-05-16 09:00:00,2025-05-16 20:45:00,2.1766666666666667,0.95,2.82,48,original,通畅,舒适，适合参观游览。,2025-05-16_09-00.json | 2025-05-16_09-15.json | 2025-05-16_09-30.json | 2025-05-16_09-45.json | 2025-05-16_10-00.json | 2025-05-16_10-15.json | 2025-05-16_10-30.json | 2025-05-16_10-45.json | 2025-05-16_11-00.json | 2025-05-16_11-15.json | 2025-05-16_11-30.json | 2025-05-16_11-45.json | 2025-05-16_12-00.json | 2025-05-16_12-15.json | 2025-05-16_12-30.json | 2025-05-16_12-45.json | 2025-05-16_13-00.json | 2025-05-16_13-15.json | 2025-05-16_13-30.json | 2025-05-16_13-45.json | 2025-05-16_14-00.json | 2025-05-16_14-15.json | 2025-05-16_14-30.json | 2025-05-16_14-45.json | 2025-05-16_15-00.json | 2025-05-16_15-15.json | 2025-05-16_15-30.json | 2025-05-16_15-45.json | 2025-05-16_16-00.json | 2025-05-16_16-15.json | 2025-05-16_16-30.json | 2025-05-16_16-45.json | 2025-05-16_17-00.json | 2025-05-16_17-15.json | 2025-05-16_17-30.json | 2025-05-16_17-45.json | 2025-05-16_18-00.json | 2025-05-16_18-15.json | 2025-05-16_18-30.json | 2025-05-16_18-45.json | 2025-05-16_19-00.json | 2025-05-16_19-15.json | 2025-05-16_19-30.json | 2025-05-16_19-45.json | 2025-05-16_20-00.json | 2025-05-16_20-15.json | 2025-05-16_20-30.json | 2025-05-16_20-45.json
2025-05-17,3,Overcast,13.9,18.9,23.5,0.0,0.0,0.0,0.0,27.6,67.3,22.39,6.67,周六,是,否,,否,,周末,国务院办公厅关于2025年部分节假日安排的通知,https://www.gov.cn/gongbao/2024/issue_11726/202411/content_6989767.html,2025,周六,是,否,,否,,周末,国务院办公厅关于2025年部分节假日安排的通知,https://www.gov.cn/gongbao/2024/issue_11726/202411/content_6989767.html,天坛,0,全国,日度,1,2025,1675,1405,270,2026-03-27 22:04:31,2025-05-17 09:00:00,2025-05-17 20:45:00,2.618125,0.68,4.13,48,original,通畅 | 较通畅,舒适，适合参观游览。 | 较为舒适，适合参观游览。,2025-05-17_09-00.json | 2025-05-17_09-15.json | 2025-05-17_09-30.json | 2025-05-17_09-45.json | 2025-05-17_10-00.json | 2025-05-17_10-15.json | 2025-05-17_10-30.json | 2025-05-17_10-45.json | 2025-05-17_11-00.json | 2025-05-17_11-15.json | 2025-05-17_11-30.json | 2025-05-17_11-45.json | 2025-05-17_12-00.json | 2025-05-17_12-15.json | 2025-05-17_12-30.json | 2025-05-17_12-45.json | 2025-05-17_13-00.json | 2025-05-17_13-15.json | 2025-05-17_13-30.json | 2025-05-17_13-45.json | 2025-05-17_14-00.json | 2025-05-17_14-15.json | 2025-05-17_14-30.json | 2025-05-17_14-45.json | 2025-05-17_15-00.json | 2025-05-17_15-15.json | 2025-05-17_15-30.json | 2025-05-17_15-45.json | 2025-05-17_16-00.json | 2025-05-17_16-15.json | 2025-05-17_16-30.json | 2025-05-17_16-45.json | 2025-05-17_17-00.json | 2025-05-17_17-15.json | 2025-05-17_17-30.json | 2025-05-17_17-45.json | 2025-05-17_18-00.json | 2025-05-17_18-15.json | 2025-05-17_18-30.json | 2025-05-17_18-45.json | 2025-05-17_19-00.json | 2025-05-17_19-15.json | 2025-05-17_19-30.json | 2025-05-17_19-45.json | 2025-05-17_20-00.json | 2025-05-17_20-15.json | 2025-05-17_20-30.json | 2025-05-17_20-45.json
2025-05-18,3,Overcast,12.9,19.0,24.5,0.0,0.0,0.0,0.0,10.8,26.6,18.0,4.07,周日,是,否,,否,,周末,国务院办公厅关于2025年部分节假日安排的通知,https://www.gov.cn/gongbao/2024/issue_11726/202411/content_6989767.html,2025,周日,是,否,,否,,周末,国务院办公厅关于2025年部分节假日安排的通知,https://www.gov.cn/gongbao/2024/issue_11726/202411/content_6989767.html,天坛,0,全国,日度,1,2025,1805,1461,344,2026-03-27 22:04:31,2025-05-18 09:00:00,2025-05-18 20:45:00,2.9595833333333332,1.19,4.07,48,original,通畅 | 较通畅,舒适，适合参观游览。 | 较为舒适，适合参观游览。,2025-05-18_09-00.json | 2025-05-18_09-15.json | 2025-05-18_09-30.json | 2025-05-18_09-45.json | 2025-05-18_10-00.json | 2025-05-18_10-15.json | 2025-05-18_10-30.json | 2025-05-18_10-45.json | 2025-05-18_11-00.json | 2025-05-18_11-15.json | 2025-05-18_11-30.json | 2025-05-18_11-45.json | 2025-05-18_12-00.json | 2025-05-18_12-15.json | 2025-05-18_12-30.json | 2025-05-18_12-45.json | 2025-05-18_13-00.json | 2025-05-18_13-15.json | 2025-05-18_13-30.json | 2025-05-18_13-45.json | 2025-05-18_14-00.json | 2025-05-18_14-15.json | 2025-05-18_14-30.json | 2025-05-18_14-45.json | 2025-05-18_15-00.json | 2025-05-18_15-15.json | 2025-05-18_15-30.json | 2025-05-18_15-45.json | 2025-05-18_16-00.json | 2025-05-18_16-15.json | 2025-05-18_16-30.json | 2025-05-18_16-45.json | 2025-05-18_17-00.json | 2025-05-18_17-15.json | 2025-05-18_17-30.json | 2025-05-18_17-45.json | 2025-05-18_18-00.json | 2025-05-18_18-15.json | 2025-05-18_18-30.json | 2025-05-18_18-45.json | 2025-05-18_19-00.json | 2025-05-18_19-15.json | 2025-05-18_19-30.json | 2025-05-18_19-45.json | 2025-05-18_20-00.json | 2025-05-18_20-15.json | 2025-05-18_20-30.json | 2025-05-18_20-45.json
2025-05-19,3,Overcast,16.5,23.7,31.5,0.0,0.0,0.0,0.0,7.6,19.1,22.95,4.84,周一,否,否,,否,,工作日,国务院办公厅关于2025年部分节假日安排的通知,https://www.gov.cn/gongbao/2024/issue_11726/202411/content_6989767.html,2025,周一,否,否,,否,,工作日,国务院办公厅关于2025年部分节假日安排的通知,https://www.gov.cn/gongbao/2024/issue_11726/202411/content_6989767.html,天坛,0,全国,日度,1,2025,1384,970,414,2026-03-27 22:04:31,2025-05-19 09:00:00,2025-05-19 20:45:00,1.054375,0.75,1.3,48,original,通畅,舒适，适合参观游览。,2025-05-19_09-00.json | 2025-05-19_09-15.json | 2025-05-19_09-30.json | 2025-05-19_09-45.json | 2025-05-19_10-00.json | 2025-05-19_10-15.json | 2025-05-19_10-30.json | 2025-05-19_10-45.json | 2025-05-19_11-00.json | 2025-05-19_11-15.json | 2025-05-19_11-30.json | 2025-05-19_11-45.json | 2025-05-19_12-00.json | 2025-05-19_12-15.json | 2025-05-19_12-30.json | 2025-05-19_12-45.json | 2025-05-19_13-00.json | 2025-05-19_13-15.json | 2025-05-19_13-30.json | 2025-05-19_13-45.json | 2025-05-19_14-00.json | 2025-05-19_14-15.json | 2025-05-19_14-30.json | 2025-05-19_14-45.json | 2025-05-19_15-00.json | 2025-05-19_15-15.json | 2025-05-19_15-30.json | 2025-05-19_15-45.json | 2025-05-19_16-00.json | 2025-05-19_16-15.json | 2025-05-19_16-30.json | 2025-05-19_16-45.json | 2025-05-19_17-00.json | 2025-05-19_17-15.json | 2025-05-19_17-30.json | 2025-05-19_17-45.json | 2025-05-19_18-00.json | 2025-05-19_18-15.json | 2025-05-19_18-30.json | 2025-05-19_18-45.json | 2025-05-19_19-00.json | 2025-05-19_19-15.json | 2025-05-19_19-30.json | 2025-05-19_19-45.json | 2025-05-19_20-00.json | 2025-05-19_20-15.json | 2025-05-19_20-30.json | 2025-05-19_20-45.json
2025-05-20,3,Overcast,19.6,26.3,32.2,0.0,0.0,0.0,0.0,11.9,28.4,21.13,4.79,周二,否,否,,否,,工作日,国务院办公厅关于2025年部分节假日安排的通知,https://www.gov.cn/gongbao/2024/issue_11726/202411/content_6989767.html,2025,周二,否,否,,否,,工作日,国务院办公厅关于2025年部分节假日安排的通知,https://www.gov.cn/gongbao/2024/issue_11726/202411/content_6989767.html,天坛,0,全国,日度,1,2025,1314,982,332,2026-03-27 22:04:31,2025-05-20 09:00:00,2025-05-20 20:45:00,1.9564583333333332,0.83,2.81,48,original,通畅,舒适，适合参观游览。,2025-05-20_09-00.json | 2025-05-20_09-15.json | 2025-05-20_09-30.json | 2025-05-20_09-45.json | 2025-05-20_10-00.json | 2025-05-20_10-15.json | 2025-05-20_10-30.json | 2025-05-20_10-45.json | 2025-05-20_11-00.json | 2025-05-20_11-15.json | 2025-05-20_11-30.json | 2025-05-20_11-45.json | 2025-05-20_12-00.json | 2025-05-20_12-15.json | 2025-05-20_12-30.json | 2025-05-20_12-45.json | 2025-05-20_13-00.json | 2025-05-20_13-15.json | 2025-05-20_13-30.json | 2025-05-20_13-45.json | 2025-05-20_14-00.json | 2025-05-20_14-15.json | 2025-05-20_14-30.json | 2025-05-20_14-45.json | 2025-05-20_15-00.json | 2025-05-20_15-15.json | 2025-05-20_15-30.json | 2025-05-20_15-45.json | 2025-05-20_16-00.json | 2025-05-20_16-15.json | 2025-05-20_16-30.json | 2025-05-20_16-45.json | 2025-05-20_17-00.json | 2025-05-20_17-15.json | 2025-05-20_17-30.json | 2025-05-20_17-45.json | 2025-05-20_18-00.json | 2025-05-20_18-15.json | 2025-05-20_18-30.json | 2025-05-20_18-45.json | 2025-05-20_19-00.json | 2025-05-20_19-15.json | 2025-05-20_19-30.json | 2025-05-20_19-45.json | 2025-05-20_20-00.json | 2025-05-20_20-15.json | 2025-05-20_20-30.json | 2025-05-20_20-45.json
2025-05-21,3,Overcast,21.6,25.5,30.5,0.0,0.0,0.0,0.0,11.0,28.4,20.13,5.05,周三,否,否,,否,,工作日,国务院办公厅关于2025年部分节假日安排的通知,https://www.gov.cn/gongbao/2024/issue_11726/202411/content_6989767.html,2025,周三,否,否,,否,,工作日,国务院办公厅关于2025年部分节假日安排的通知,https://www.gov.cn/gongbao/2024/issue_11726/202411/content_6989767.html,天坛,0,全国,日度,1,2025,1291,986,305,2026-03-27 22:04:31,2025-05-21 09:00:00,2025-05-21 20:45:00,1.944375,0.07,5.4,48,original,通畅 | 较通畅,舒适，适合参观游览。 | 较为舒适，适合参观游览。,2025-05-21_09-00.json | 2025-05-21_09-15.json | 2025-05-21_09-30.json | 2025-05-21_09-45.json | 2025-05-21_10-00.json | 2025-05-21_10-15.json | 2025-05-21_10-30.json | 2025-05-21_10-45.json | 2025-05-21_11-00.json | 2025-05-21_11-15.json | 2025-05-21_11-30.json | 2025-05-21_11-45.json | 2025-05-21_12-00.json | 2025-05-21_12-15.json | 2025-05-21_12-30.json | 2025-05-21_12-45.json | 2025-05-21_13-00.json | 2025-05-21_13-15.json | 2025-05-21_13-30.json | 2025-05-21_13-45.json | 2025-05-21_14-00.json | 2025-05-21_14-15.json | 2025-05-21_14-30.json | 2025-05-21_14-45.json | 2025-05-21_15-00.json | 2025-05-21_15-15.json | 2025-05-21_15-30.json | 2025-05-21_15-45.json | 2025-05-21_16-00.json | 2025-05-21_16-15.json | 2025-05-21_16-30.json | 2025-05-21_16-45.json | 2025-05-21_17-00.json | 2025-05-21_17-15.json | 2025-05-21_17-30.json | 2025-05-21_17-45.json | 2025-05-21_18-00.json | 2025-05-21_18-15.json | 2025-05-21_18-30.json | 2025-05-21_18-45.json | 2025-05-21_19-00.json | 2025-05-21_19-15.json | 2025-05-21_19-30.json | 2025-05-21_19-45.json | 2025-05-21_20-00.json | 2025-05-21_20-15.json | 2025-05-21_20-30.json | 2025-05-21_20-45.json
